date	plant_stand	precip	temp	hail	crop_hist	area_damaged	severity	seed_tmt	germination	plant_growth	leaves	leafspots_halo	leafspots_marg	leafspot_size	leaf_shread	leaf_malf	leaf_mild	stem	lodging	stem_cankers	canker_lesion	fruiting_bodies	external_decay	mycelium	int_discolor	sclerotia	fruit_pods	fruit_spots	seed	mold_growth	seed_discolor	seed_size	shriveling	roots	Class
june	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_yr	scattered	pot_severe	other	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	gt_norm	gt_norm	no	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p80_89	abnorm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
april	lt_normal	gt_norm	gt_norm	no	same_lst_sev_yrs	whole_field	pot_severe	other	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
september	normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	other	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
august	normal	gt_norm	norm	yes	same_lst_yr	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
august	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
april	lt_normal	norm	norm	no	same_lst_two_yrs	upper_areas	minor	other	p80_89	abnorm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	norm	norm	no	same_lst_two_yrs	scattered	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	gt_norm	norm	yes	same_lst_yr	scattered	pot_severe	other	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	normal	gt_norm	norm	yes	same_lst_yr	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
july	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	severe	other	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	absent	tan	present	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	lt_normal	gt_norm	gt_norm	no	same_lst_sev_yrs	low_areas	pot_severe	fungicide	p90_100	abnorm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	other	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
may	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
september	normal	gt_norm	norm	yes	same_lst_yr	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
august	lt_normal	norm	norm	no	same_lst_two_yrs	upper_areas	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	colored	norm	absent	absent	norm	absent	norm	brown_spot
july	lt_normal	gt_norm	norm	yes	same_lst_yr	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	absent	tan	present	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	lt_normal	norm	norm	no	diff_lst_year	scattered	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
july	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	low_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
july	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	severe	other	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	absent	tan	present	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
july	normal	gt_norm	norm	yes	same_lst_sev_yrs	low_areas	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
july	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	low_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	abnorm	yes	above_sec_nde	brown	present	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
june	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	severe	other	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	absent	tan	present	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	brown_spot
september	normal	gt_norm	norm	no	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
august	normal	gt_norm	gt_norm	no	same_lst_two_yrs	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
june	normal	norm	norm	yes	diff_lst_year	scattered	minor	none	p90_100	norm	abnorm	yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
july	normal	norm	norm	yes	same_lst_yr	upper_areas	minor	none	p90_100	norm	abnorm	yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
july	normal	gt_norm	norm	no	same_lst_two_yrs	low_areas	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
july	normal	norm	norm	yes	same_lst_yr	scattered	minor	none	p80_89	norm	abnorm	yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
august	normal	gt_norm	norm	no	diff_lst_year	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
june	normal	norm	norm	yes	same_lst_sev_yrs	low_areas	minor	none	p90_100	norm	abnorm	yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
august	lt_normal	gt_norm	gt_norm	no	same_lst_two_yrs	low_areas	pot_severe	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_blight
june	lt_normal	norm	gt_norm	yes	same_lst_two_yrs	upper_areas	minor	none	lt_80	norm	abnorm	yellow_halos	no_w_s_marg	lt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	galls_cysts	bacterial_pustule
july	normal	gt_norm	lt_norm	no	same_lst_two_yrs	whole_field	pot_severe	fungicide	p80_89	abnorm	abnorm	no_yellow_halos	no_w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	abnorm	present	present	norm	absent	norm	bacterial_pustule
june	normal	norm	lt_norm	yes	diff_lst_year	scattered	minor	none	p90_100	norm	abnorm	yellow_halos	no_w_s_marg	lt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	bacterial_pustule
august	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	none	lt_80	norm	abnorm	yellow_halos	w_s_marg	lt_1_8	present	present	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	lt_norm	absent	rotted	bacterial_pustule
july	normal	gt_norm	norm	no	same_lst_yr	low_areas	pot_severe	none	p80_89	norm	abnorm	yellow_halos	no_w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	abnorm	present	present	lt_norm	absent	rotted	bacterial_pustule
july	lt_normal	norm	lt_norm	yes	same_lst_two_yrs	scattered	minor	none	lt_80	norm	abnorm	no_yellow_halos	no_w_s_marg	lt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	rotted	bacterial_pustule
july	lt_normal	gt_norm	norm	yes	diff_lst_year	upper_areas	pot_severe	none	lt_80	norm	abnorm	yellow_halos	no_w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	lt_norm	absent	rotted	bacterial_pustule
september	lt_normal	norm	norm	yes	same_lst_two_yrs	scattered	minor	fungicide	lt_80	norm	abnorm	yellow_halos	no_w_s_marg	lt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	rotted	bacterial_pustule
october	normal	gt_norm	lt_norm	no	same_lst_two_yrs	upper_areas	minor	none	p90_100	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	no	absent	tan	absent	absent	absent	none	absent	diseased	colored	abnorm	absent	present	norm	absent	norm	purple_seed_stain
october	normal	gt_norm	lt_norm	yes	same_lst_two_yrs	upper_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	none	absent	diseased	colored	abnorm	absent	present	norm	absent	norm	purple_seed_stain
august	normal	gt_norm	norm	no	same_lst_yr	low_areas	minor	fungicide	lt_80	norm	norm	absent	dna	dna	absent	absent	absent	norm	yes	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
august	normal	gt_norm	norm	no	diff_lst_year	scattered	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	norm	no	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
august	normal	gt_norm	lt_norm	yes	diff_lst_year	scattered	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	norm	yes	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
october	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	upper_areas	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	none	absent	diseased	colored	abnorm	absent	present	norm	absent	norm	purple_seed_stain
july	normal	gt_norm	lt_norm	no	diff_lst_year	scattered	minor	none	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	norm	no	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
july	normal	gt_norm	norm	no	same_lst_sev_yrs	whole_field	minor	fungicide	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	norm	yes	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
september	normal	gt_norm	norm	yes	same_lst_yr	low_areas	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	lt_1_8	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	none	absent	diseased	colored	abnorm	absent	present	norm	absent	norm	purple_seed_stain
august	normal	gt_norm	norm	yes	diff_lst_year	scattered	minor	fungicide	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	purple_seed_stain
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p90_100	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	absent	absent	none	absent	diseased	brown_w_blk_specks	norm	absent	absent	norm	absent	norm	anthracnose
september	lt_normal	gt_norm	gt_norm	no	same_lst_two_yrs	upper_areas	minor	fungicide	lt_80	norm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	norm	present	norm	anthracnose
october	normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	fungicide	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
june	lt_normal	gt_norm	gt_norm	no	diff_lst_year	scattered	pot_severe	none	p90_100	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_soil	brown	absent	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	anthracnose
july	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p90_100	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	norm	absent	norm	anthracnose
may	normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	fungicide	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_soil	dk_brown_blk	absent	firm_and_dry	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	anthracnose
october	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	fungicide	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
september	normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	other	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	norm	absent	norm	anthracnose
september	lt_normal	gt_norm	gt_norm	no	same_lst_sev_yrs	whole_field	minor	fungicide	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	no	above_sec_nde	dk_brown_blk	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	norm	absent	absent	norm	absent	norm	anthracnose
april	normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_soil	dk_brown_blk	absent	firm_and_dry	absent	none	absent	norm	absent	abnorm	present	absent	lt_norm	absent	norm	anthracnose
october	normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	minor	none	p90_100	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	abnorm	absent	present	lt_norm	present	norm	anthracnose
september	lt_normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	none	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
september	normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	none	lt_80	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	absent	absent	none	absent	diseased	brown_w_blk_specks	norm	absent	absent	norm	absent	norm	anthracnose
october	lt_normal	gt_norm	gt_norm	no	diff_lst_year	scattered	pot_severe	none	p80_89	norm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	norm	absent	absent	norm	absent	norm	anthracnose
september	normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	none	p90_100	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
september	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	fungicide	p80_89	norm	norm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	absent	lt_norm	present	norm	anthracnose
july	lt_normal	norm	norm	yes	diff_lst_year	upper_areas	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
july	normal	lt_norm	norm	no	diff_lst_year	upper_areas	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	present	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
july	lt_normal	norm	norm	yes	diff_lst_year	scattered	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
july	lt_normal	norm	gt_norm	yes	same_lst_sev_yrs	upper_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	present	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
june	normal	lt_norm	norm	no	diff_lst_year	whole_field	minor	other	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
may	normal	lt_norm	gt_norm	no	same_lst_sev_yrs	upper_areas	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	present	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
june	lt_normal	norm	norm	yes	same_lst_two_yrs	upper_areas	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	present	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
june	normal	lt_norm	gt_norm	no	same_lst_sev_yrs	scattered	pot_severe	fungicide	p90_100	abnorm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
june	lt_normal	norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	other	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	phyllosticta_leaf_spot
august	lt_normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
august	normal	norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
july	normal	gt_norm	norm	yes	diff_lst_year	scattered	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
